Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Time SEO Ajansı,"Kemalpaşa Mah. Gümrükçüler Cad. Fazlıoğlu İş Merkezi, No:13/23, 41200 İzmit/Kocaeli",,info@timeseoagency.com.tr,https://timeseoagency.com.tr/,"https://www.google.com/maps/place/Reform+Bili%C5%9Fim+%2F+Web+Tasar%C4%B1m,+Sosyal+Medya,+E-Ticaret,+Kurumsal+Kimlik/data=!4m7!3m6!1s0x14cb4580449ca9f9:0x8dce086aa0785e50!8m2!3d40.7672059!4d29.9339034!16s%2Fg%2F1vttzz4k!19sChIJ-amcRIBFyxQRUF54oGoIzo0?authuser=0&hl=tr&rclk=1"
ZUKOD,"Muallimköy Mah. Deniz Cad. Bilişim Vadisi No:143/13 1.2.B Blok Kat:3 No:339, Kocaeli",(0216) 504 15 99,,N/A,https://www.google.com/maps/place/Time+SEO+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4520899dae51:0xb11e9a62d8c07215!8m2!3d40.761892!4d29.9225286!16s%2Fg%2F11tj6gp7wv!19sChIJUa6diSBFyxQRFXLA2GKaHrE?authuser=0&hl=tr&rclk=1
Blue Creative Agency,"Körfez, Şht. Remzi Cd., 41040 İzmit/Kocaeli",,,https://www.bluecreativeagency.com/,https://www.google.com/maps/place/Teknosit+Yaz%C4%B1l%C4%B1m+Bili%C5%9Fim+Teknolojileri/data=!4m7!3m6!1s0x14cb41cd8458d485:0xaba72a6884610eec!8m2!3d40.7670703!4d29.9540262!16s%2Fg%2F11ftkfjhjg!19sChIJhdRYhM1ByxQR7A5hhGgqp6s?authuser=0&hl=tr&rclk=1
Logo Yazılım Kocaeli Bayi - Alp Bilge Kocaeli Ofisi,"Soydan İş Merkezi, Ömerağa, İstiklal Cd. No:129, 41300 İzmit/Kocaeli",,ugur-alan@outlook.com,http://www.alpbilge.com.tr/,https://www.google.com/maps/place/ZUKOD/data=!4m7!3m6!1s0x14cb4f88ed2ad047:0xbf1706ee5d8eb772!8m2!3d40.7654408!4d29.9408089!16s%2Fg%2F11t79mf9z9!19sChIJR9Aq7YhPyxQRcreOXe4GF78?authuser=0&hl=tr&rclk=1
SeoPix Dijital Pazarlama Bilişim Hizmetleri,"Türkmen İnşaat, Karabaş, Osmanbey Gç. 1-9 Kat 2 Daire 4, 41040 İzmit/Kocaeli",,,http://seopix.net/,https://www.google.com/maps/place/Blue+Creative+Agency/data=!4m7!3m6!1s0x14cb4fda47dd8c25:0x2dd859b853674f5f!8m2!3d40.7621115!4d29.9507611!16s%2Fg%2F11tkbp5wnj!19sChIJJYzdR9pPyxQRX09nU7hZ2C0?authuser=0&hl=tr&rclk=1
Nova Bilişim Teknolojileri ve Danışmanlık,"Alikahya Fatih, Horasan Cd. No:35B D:15, 41310 İzmit/Kocaeli",(0262) 606 04 43,,N/A,https://www.google.com/maps/place/Logo+Yaz%C4%B1l%C4%B1m+Kocaeli+Bayi+-+Alp+Bilge+Kocaeli+Ofisi/data=!4m7!3m6!1s0x14cb45563d0e3df3:0x7685b26a05b727d2!8m2!3d40.7649215!4d29.9312621!16s%2Fg%2F11fj2r9jtg!19sChIJ8z0OPVZFyxQR0ie3BWqyhXY?authuser=0&hl=tr&rclk=1
A4 Web Tasarım ve Yazılım Hizmetleri,"Kemalpaşa Mh. Demirsoy İş Merkezi Kat:2/19 İzmit / Kocaeli, 41100",0506 752 35 74,,N/A,https://www.google.com/maps/place/SeoPix+Dijital+Pazarlama+Bili%C5%9Fim+Hizmetleri/data=!4m7!3m6!1s0x14cb45b1c09b836d:0xbf449ef995de043!8m2!3d40.764206!4d29.931168!16s%2Fg%2F11n00fr_nf!19sChIJbYObwLFFyxQRQ-Bdme9J9As?authuser=0&hl=tr&rclk=1
"Bario Creative Agency | Kocaeli Dijital Reklam Ajansı, Web Sitesi, Mobil Uygulama, Video Prodüksiyon, Grafik Tasarım Firması","Ataevler, Özgürlük Cd No:4/A, 41180 Kartepe/Kocaeli",,info@bario.com.tr,https://www.bario.com.tr/,https://www.google.com/maps/place/Nova+Bili%C5%9Fim+Teknolojileri+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cb51145c9984b7:0xdebce1f3a613dbc7!8m2!3d40.7722323!4d29.9801315!16s%2Fg%2F11vcmd560s!19sChIJt4SZXBRRyxQRx9sTpvPhvN4?authuser=0&hl=tr&rclk=1
PiSosyal Dijital Medya Ajansı,"Kadıköy, Turan Güneş Cd. No.156, 41050 İzmit/Kocaeli",0538 942 06 08,,N/A,https://www.google.com/maps/place/A4+Web+Tasar%C4%B1m+ve+Yaz%C4%B1l%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0x14cb457ff16575b1:0xe11e7d3bb3ad535!8m2!3d40.7651479!4d29.9283137!16s%2Fg%2F119w51krm!19sChIJsXVl8X9FyxQRNdU6u9PnEQ4?authuser=0&hl=tr&rclk=1
Medyatik Interactive,"Kemalpaşa Mahallesi Şahabettin Bilgisu Caddesi, Bilyıl Apartmanı Kat:3 133/5 İzmit / KOCAELİ, 41200 İzmit / Halkevi/Kocaeli",,,http://www.medyatikinteractive.com/,"https://www.google.com/maps/place/Bario+Creative+Agency+%7C+Kocaeli+Dijital+Reklam+Ajans%C4%B1,+Web+Sitesi,+Mobil+Uygulama,+Video+Prod%C3%BCksiyon,+Grafik+Tasar%C4%B1m+Firmas%C4%B1/data=!4m7!3m6!1s0x14cb51cc29fe1f25:0x10640d425caa5fad!8m2!3d40.7495244!4d30.041439!16s%2Fg%2F11w3rvtyx7!19sChIJJR_-KcxRyxQRrV-qXEINZBA?authuser=0&hl=tr&rclk=1"
Megapol Teknoloji,"Sanayi, Kozalı Cd. Çarşı Yapı Sitesi F Blok No:12, 41000 İzmit/Kocaeli",0539 817 57 23,,https://megapolteknoloji.com/,https://www.google.com/maps/place/PiSosyal+Dijital+Medya+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4f08b1925d11:0xd2e5f03ada9d84b0!8m2!3d40.7696171!4d29.9441271!16s%2Fg%2F11fjs4m9r7!19sChIJEV2SsQhPyxQRsISd2jrw5dI?authuser=0&hl=tr&rclk=1
Reklamsa,"Yahyakaptan, Akasyalar Cd. No:23, 41000 İzmit/Kocaeli",0532 135 31 24,info@reklamsa.net,https://reklamsa.net/,https://www.google.com/maps/place/Medyatik+Interactive/data=!4m7!3m6!1s0x14cb4583d52bc761:0x8c61837376f4f51a!8m2!3d40.762186!4d29.924886!16s%2Fg%2F11gdw1c_8v!19sChIJYccr1YNFyxQRGvX0dnODYYw?authuser=0&hl=tr&rclk=1
İlgi Bilişim Hizmetleri San. ve Tic. A.Ş.,"Kozluk Mah. D100, İstanbul Karayolu No:44 D:7, 41200 İzmit/Kocaeli",(0262) 325 85 25,iletisim@ilgibilisim.com,http://www.ilgibilisim.com/,https://www.google.com/maps/place/Megapol+Teknoloji/data=!4m7!3m6!1s0x14cb4f275fa01f07:0xf796f9f4d857eaa6!8m2!3d40.7535735!4d29.9555472!16s%2Fg%2F11ldqmztnb!19sChIJBx-gXydPyxQRpupX2PT5lvc?authuser=0&hl=tr&rclk=1
Turuncu Ekip Medya & Ömer Elmacı Düğün Fotoğrafçısı,"Körfez, Berk Sk. No:8 A Blok D.10, 41250 İzmit/Kocaeli",,,http://www.turuncuekipmedya.com/,https://www.google.com/maps/place/Reklamsa/data=!4m7!3m6!1s0x2cdcfe25da27397b:0x909fe5ba46bc81e6!8m2!3d40.7616522!4d29.9767756!16s%2Fg%2F11y5zfb459!19sChIJezkn2iX-3CwR5oG8Rrrln5A?authuser=0&hl=tr&rclk=1
CİHAN BİLGİSAYAR - ÖMER ALP,"Fethiye cad. Belediye Çarşı İşhanı no:7 C-Doğu Blok Kat:4/15, 41200 İzmit/Kocaeli",0552 632 52 15,,http://www.cihanbilgisayar.net/,https://www.google.com/maps/place/%C4%B0lgi+Bili%C5%9Fim+Hizmetleri+San.+ve+Tic.+A.%C5%9E./data=!4m7!3m6!1s0x14cb445f937c612b:0xc7d4320d3e63ad58!8m2!3d40.7658303!4d29.9106389!16s%2Fg%2F119t6_hly!19sChIJK2F8k19EyxQRWK1jPg0y1Mc?authuser=0&hl=tr&rclk=1
emapos barkod yazılım otomasyon sistemleri,"Ömerağa, Abdurrahman Yüksel Cd. Belsa Plaza Kat:1 No157 emapos, 41000 İzmit/Kocaeli",0537 397 23 17,,https://emapos.com.tr/,https://www.google.com/maps/place/Turuncu+Ekip+Medya+%26+%C3%96mer+Elmac%C4%B1+D%C3%BC%C4%9F%C3%BCn+Foto%C4%9Fraf%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb45769e247885:0x798bfbb3b6fb0c5c!8m2!3d40.7646882!4d29.9395405!16s%2Fg%2F11j2z6bgx1!19sChIJhXgknnZFyxQRXAz7trP7i3k?authuser=0&hl=tr&rclk=1
emapos barkod yazılım otomasyon sistemleri,"Ömerağa, Abdurrahman Yüksel Cd. Belsa Plaza Kat:1 No157 emapos, 41000 İzmit/Kocaeli",0537 397 23 17,info@emapos.com.tr,https://emapos.com.tr/,https://www.google.com/maps/place/C%C4%B0HAN+B%C4%B0LG%C4%B0SAYAR+-+%C3%96MER+ALP/data=!4m7!3m6!1s0x14cb4581bc1f0f0b:0x4055c09d97e5bded!8m2!3d40.7632282!4d29.9261243!16s%2Fg%2F1tf8w9r1!19sChIJCw8fvIFFyxQR7b3ll53AVUA?authuser=0&hl=tr&rclk=1
emapos barkod yazılım otomasyon sistemleri,"Ömerağa, Abdurrahman Yüksel Cd. Belsa Plaza Kat:1 No157 emapos, 41000 İzmit/Kocaeli",0537 397 23 17,,https://emapos.com.tr/,https://www.google.com/maps/place/emapos+barkod+yaz%C4%B1l%C4%B1m+otomasyon+sistemleri/data=!4m7!3m6!1s0x14cb45e5178e4dab:0xf55a2549ff624350!8m2!3d40.7647567!4d29.9296718!16s%2Fg%2F11hf418h96!19sChIJq02OF-VFyxQRUENi_0klWvU?authuser=0&hl=tr&rclk=1
262 Medya,"Topçular, Gazanfer Bilge Blv. no:41, 41100 İzmit/Kocaeli",,"coolwanglu@gmail.com, 262medya@gmail.com",http://www.262medya.com/,https://www.google.com/maps/place/K2+Bili%C5%9Fim+Kocaeli+Bilgisayar+Yaz%C4%B1l%C4%B1m+Reklam/data=!4m7!3m6!1s0x14cb458110753a15:0x8671b635848360c1!8m2!3d40.764276!4d29.9240515!16s%2Fg%2F11f3y3j5l7!19sChIJFTp1EIFFyxQRwWCDhDW2cYY?authuser=0&hl=tr&rclk=1
262 Medya,"Topçular, Gazanfer Bilge Blv. no:41, 41100 İzmit/Kocaeli",,"coolwanglu@gmail.com, 262medya@gmail.com",http://www.262medya.com/,https://www.google.com/maps/place/DURU+GRAF%C4%B0K+dijital+pazarlama/data=!4m7!3m6!1s0x14cb4f2c04aa2a4b:0xadd81f9926002d98!8m2!3d40.7651988!4d29.9245619!16s%2Fg%2F11f9wv3rrf!19sChIJSyqqBCxPyxQRmC0AJpkf2K0?authuser=0&hl=tr&rclk=1
,,(0262) 642 86 19,,N/A,https://www.google.com/maps/place/262+Medya/data=!4m7!3m6!1s0x14cb4fe7c6f27c3d:0xc1b8a12516d7e7de!8m2!3d40.7704161!4d29.9406095!16s%2Fg%2F11sb39lqgn!19sChIJPXzyxudPyxQR3ufXFiWhuME?authuser=0&hl=tr&rclk=1
Kocaeli Bilgisayar Servisi,"Kemalpaşa Mah. Eski Ptt Sk. Demirsoy İş Hanı K.3 D.26, 41100",(0262) 606 03 75,,N/A,https://www.google.com/maps/place/Sonar+Ar-ge+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb4f94f9856835:0x1f8700c89f5f1074!8m2!3d40.775986!4d29.948357!16s%2Fg%2F1hc1f2dn8!19sChIJNWiF-ZRPyxQRdBBfn8gAhx8?authuser=0&hl=tr&rclk=1
ERİŞ ELEKTRONİK - HALİL ERİŞ,"Ömerağa Mah. A.Yüksel Cad. Belsa Plaza İş Merkezi Kat:1 NO:101, 41300 İzmit/Kocaeli",0545 321 66 41,,N/A,https://www.google.com/maps/place/Asya+Bilgisayar/data=!4m7!3m6!1s0x14cb4f94f9856835:0x9d1815520bc5346e!8m2!3d40.775986!4d29.948357!16s%2Fg%2F1pv0qlq2x!19sChIJNWiF-ZRPyxQRbjTFC1IVGJ0?authuser=0&hl=tr&rclk=1
Abelsis,"Yenişehir, Hisar Sk. No:41-1, 41050 İzmit/Kocaeli",0534 936 15 17,,N/A,https://www.google.com/maps/place/Kocaeli+Bilgisayar+Servisi/data=!4m7!3m6!1s0x14cb4583e763d969:0x1cea795c11f01e6a!8m2!3d40.7623758!4d29.9234341!16s%2Fg%2F1ptzds0k2!19sChIJadlj54NFyxQRah7wEVx56hw?authuser=0&hl=tr&rclk=1
Mast Software,"Genç Girişimciler Merkezi, Kadıköy, Turan Güneş Cd., 41100, 41050 İzmit/Kocaeli",0531 233 85 22,,https://mastsoftware.com/,https://www.google.com/maps/place/ER%C4%B0%C5%9E+ELEKTRON%C4%B0K+-+HAL%C4%B0L+ER%C4%B0%C5%9E/data=!4m7!3m6!1s0x14cb4582f36599c3:0x3223cc40fac4f7b4!8m2!3d40.7648953!4d29.9299074!16s%2Fg%2F11j_zb5z02!19sChIJw5ll84JFyxQRtPfE-kDMIzI?authuser=0&hl=tr&rclk=1
İNPOS YAZAR KASA VE RULO,"Yahyakaptan, Seymen Cd., 41050 İzmit/Kocaeli",0555 082 69 52,,N/A,https://www.google.com/maps/place/Abelsis/data=!4m7!3m6!1s0x14cb4fe65eaf4ea1:0x7ed89833da3ab2ae!8m2!3d40.7707963!4d29.9650438!16s%2Fg%2F11t7hdtjzp!19sChIJoU6vXuZPyxQRrrI62jOY2H4?authuser=0&hl=tr&rclk=1
Gökhan Elektronik izmit,"Karabaş, Cengiz Topel Cd. No:38, 41100 İzmit/Kocaeli",(0262) 321 40 50,,N/A,https://www.google.com/maps/place/Mast+Software/data=!4m7!3m6!1s0x14cb4fa618d25caf:0x2f29126552beea2c!8m2!3d40.7696292!4d29.9439723!16s%2Fg%2F11p5g5j16v!19sChIJr1zSGKZPyxQRLOq-UmUSKS8?authuser=0&hl=tr&rclk=1
Casper Kocaeli,"Ömer ağa mahallesi, Belsa AVM, kat:2 no:70-71, 41060 İzmit/Kocaeli",0505 958 69 09,,https://albaybilgisayar.com.tr/,https://www.google.com/maps/place/%C4%B0NPOS+YAZAR+KASA+VE+RULO/data=!4m7!3m6!1s0x14cb4f10585bcf2b:0x68af4ca53faff72a!8m2!3d40.7757851!4d29.9688411!16s%2Fg%2F11l2mcfkb6!19sChIJK89bWBBPyxQRKvevP6VMr2g?authuser=0&hl=tr&rclk=1
Prodos Bilişim Eğitim ve Danışmanlık Tic.,"Ömerağa, Abdurrahman Yüksel Cd. Sağlık Apt No: 15 / 2, 41300 İzmit/Kocaeli",(0262) 331 24 33,,N/A,https://www.google.com/maps/place/G%C3%B6khan+Elektronik+izmit/data=!4m7!3m6!1s0x14cb4f87bcc854af:0x7306b82cc67b4d2e!8m2!3d40.7648059!4d29.9375384!16s%2Fg%2F1vc3kk1j!19sChIJr1TIvIdPyxQRLk17xiy4BnM?authuser=0&hl=tr&rclk=1
Viral Reklam Ajansı - White Hawk Canlı Yayın Hizmeri,"Yenişehir, Karanfilli Sk. No:19 K:3 D:6, 41100 İzmit/Kocaeli",0532 394 36 06,,N/A,https://www.google.com/maps/place/Casper+Kocaeli/data=!4m7!3m6!1s0x14cb45b16ad6380d:0xfd7b655511e49649!8m2!3d40.7650045!4d29.9293611!16s%2Fg%2F11v_4hj1tp!19sChIJDTjWarFFyxQRSZbkEVVle_0?authuser=0&hl=tr&rclk=1
BarFix Bilgisayar,"Ömerağa, Belsa Sk. No:41100, 41000 İzmit/Kocaeli",0541 376 60 41,,https://linkedin.com/in/bar%C4%B1%C5%9F-%C3%A7al%C4%B1%C5%9Fkan-702565305,https://www.google.com/maps/place/Prodos+Bili%C5%9Fim+E%C4%9Fitim+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Tic./data=!4m7!3m6!1s0x14cb457fc44b21ff:0x55f45bac180c6d2e!8m2!3d40.7647681!4d29.9297771!16s%2Fg%2F11j1fytknl!19sChIJ_yFLxH9FyxQRLm0MGKxb9FU?authuser=0&hl=tr&rclk=1
BarFix Bilgisayar,"Ömerağa, Belsa Sk. No:41100, 41000 İzmit/Kocaeli",0541 376 60 41,,https://linkedin.com/in/bar%C4%B1%C5%9F-%C3%A7al%C4%B1%C5%9Fkan-702565305,https://www.google.com/maps/place/Viral+Reklam+Ajans%C4%B1+-+White+Hawk+Canl%C4%B1+Yay%C4%B1n+Hizmeri/data=!4m7!3m6!1s0x14cb4f2859efe99b:0x5653bcdd97cba400!8m2!3d40.7638779!4d29.9644799!16s%2Fg%2F11ld2q_dg4!19sChIJm-nvWShPyxQRAKTLl928U1Y?authuser=0&hl=tr&rclk=1
Cebim Bilişim Market,"Ömerağa, Latif Bey Sk., 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/BarFix+Bilgisayar/data=!4m7!3m6!1s0x14cb455e9d1f98a5:0x6a5cb56f15f3af6f!8m2!3d40.7649499!4d29.9287387!16s%2Fg%2F11vz5jwxmx!19sChIJpZgfnV5FyxQRb6_zFW-1XGo?authuser=0&hl=tr&rclk=1
Global Bilgisayar,"Sanayi, 41040 İzmit/Kocaeli",(0262) 335 06 81,,N/A,https://www.google.com/maps/place/Nitro+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4586839f94bf:0x956e6cdbe373c843!8m2!3d40.7638935!4d29.9195891!16s%2Fg%2F11bxfv41r0!19sChIJv5Sfg4ZFyxQRQ8hz49tsbpU?authuser=0&hl=tr&rclk=1
Kocaeli Design,"Yenişehir, Şht. Kazım Sk. No:3, 41050 İzmit/Kocaeli",0545 205 41 41,,N/A,https://www.google.com/maps/place/Cebim+Bili%C5%9Fim+Market/data=!4m7!3m6!1s0x14cb4581f037587f:0x628d22e9072fb9f7!8m2!3d40.7622563!4d29.9269361!16s%2Fg%2F11gsbfncbx!19sChIJf1g38IFFyxQR97kvB-kijWI?authuser=0&hl=tr&rclk=1
Bariz Medya,"Sanayi, Çelikyay Sokak No: 15/4, 41040 İzmit/Kocaeli",0507 564 09 32,,http://www.barizmedya.com/,https://www.google.com/maps/place/Global+Bilgisayar/data=!4m7!3m6!1s0x14cb456bd8e1daff:0xfc4318b59ec62d5!8m2!3d40.746607!4d29.9470558!16s%2Fg%2F11c4bg5shq!19sChIJ_9rh2GtFyxQR1WLsWYsxxA8?authuser=0&hl=tr&rclk=1
ES bilişim sistemleri,"Kadıköy, Aktürk Sk. No:21, 41100 İzmit/Kocaeli",0554 312 56 43,,N/A,https://www.google.com/maps/place/Kocaeli+Design/data=!4m7!3m6!1s0x14cb4febf8ae29b7:0x25e08073feed2bb8!8m2!3d40.7718154!4d29.9563243!16s%2Fg%2F1td8p11l!19sChIJtymu-OtPyxQRuCvt_nOA4CU?authuser=0&hl=tr&rclk=1
ENB MEDYA - Kocaeli Web Tasarım,"Çukurbağ, Küçük Hamam Sokak, 41300 İzmit/Kocaeli",0545 289 98 41,,https://enbmedya.com/,https://www.google.com/maps/place/Bariz+Medya/data=!4m7!3m6!1s0x14cb455c9161b701:0x6b3ac0724213cd55!8m2!3d40.7569897!4d29.9552528!16s%2Fg%2F11j5wl71q3!19sChIJAbdhkVxFyxQRVc0TQnLAOms?authuser=0&hl=tr&rclk=1
İZMİT KONSOL MERKEZİ,"ÖMERAGA MAH.BELSA PLAZA KAT .1 D KAPISI NO72 İZMİT/ KOCELİ, 41300 İzmit/Kocaeli",,,https://izmitkonsolmerkezi.sahibinden.com/,https://www.google.com/maps/place/ES+bili%C5%9Fim+sistemleri/data=!4m7!3m6!1s0x14cb4f1acd15775f:0x6693a3760ad10bec!8m2!3d40.7665119!4d29.947377!16s%2Fg%2F11wvlbr5x1!19sChIJX3cVzRpPyxQR7AvRCnajk2Y?authuser=0&hl=tr&rclk=1
TeknoTek41,"M, Ömerağa, Belsa Sk. PLAZA, 41300 İzmit/Kocaeli",0531 388 28 51,,N/A,https://www.google.com/maps/place/ENB+MEDYA+-+Kocaeli+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb4f8114cb601d:0x672065d7c0c4e480!8m2!3d40.7668066!4d29.9306578!16s%2Fg%2F11hbfhvzws!19sChIJHWDLFIFPyxQRgOTEwNdlIGc?authuser=0&hl=tr&rclk=1
EDM Bilişim | ORKA Yetkili Bayi - EXTRA Yazılım Danışmanlık Ltd. Şti.,"Flexy Ofis, Yenişehir, Demokrasi Cd. No:54, 41050 İzmit/Kocaeli",,,http://www.extrayazilim.net/,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+KONSOL+MERKEZ%C4%B0/data=!4m7!3m6!1s0x14cb457fef86e437:0x5615cc762dda132c!8m2!3d40.76469!4d29.928837!16s%2Fg%2F11g886fnmw!19sChIJN-SG739FyxQRLBPaLXbMFVY?authuser=0&hl=tr&rclk=1
MX Dijital Medya Ajansı,"Sanayi, Lalezar Sk. No:6/1, 41040 İzmit/Kocaeli",0510 220 20 69,,https://mx.net.tr/,https://www.google.com/maps/place/TeknoTek41/data=!4m7!3m6!1s0x14cb45e9e225b431:0x66889100eb791e4a!8m2!3d40.7652685!4d29.928855!16s%2Fg%2F11kblrjj29!19sChIJMbQl4ulFyxQRSh556wCRiGY?authuser=0&hl=tr&rclk=1
Adenyum Teknoloji San. İç ve Dış Tic. A.Ş.,"No:73D İç Kapı No:Z4, KOU Teknopark (Yeni Bina, Yeniköy Merkez, Vatan Cd., 41275 Başiskele/Kocaeli",,,http://www.adenyum.com/,https://www.google.com/maps/place/EDM+Bili%C5%9Fim+%7C+ORKA+Yetkili+Bayi+-+EXTRA+Yaz%C4%B1l%C4%B1m+Dan%C4%B1%C5%9Fmanl%C4%B1k+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb2089686ddf81:0x567961dae6aeba27!8m2!3d40.7632607!4d29.9642482!16s%2Fg%2F1ptzlk8bn!19sChIJgd9taIkgyxQRJ7qu5tpheVY?authuser=0&hl=tr&rclk=1
FourByte Yazılım ve Danışmanlık,,0531 744 10 00,info@fourbyte.com.tr,https://fourbyte.com.tr/,https://www.google.com/maps/place/MX+Dijital+Medya+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb51b2fd93b4ad:0x67e5d4afaf23229f!8m2!3d40.7564062!4d29.9534156!16s%2Fg%2F11h5vdm8zw!19sChIJrbST_bJRyxQRnyIjr6_U5Wc?authuser=0&hl=tr&rclk=1
Micro Bilgisayar Sistemleri,"Alikahya Fatih, Atatürk Bulv. Kurt Apt. No:154, 41310 İzmit/Kocaeli (İzmit)",(0262) 412 42 24,,N/A,https://www.google.com/maps/place/Adenyum+Teknoloji+San.+%C4%B0%C3%A7+ve+D%C4%B1%C5%9F+Tic.+A.%C5%9E./data=!4m7!3m6!1s0x14cb43fa199eb4df:0xa6d0e7471da55c75!8m2!3d40.7024545!4d29.8865209!16s%2Fg%2F11f3x5ft79!19sChIJ37SeGfpDyxQRdVylHUfn0KY?authuser=0&hl=tr&rclk=1
DMV BİLİŞİM,"Ömerağa, İstiklal Sk Aydınlar Apt No:8 D:10, 41300 İzmit/Kocaeli",0530 956 44 41,info@dmv.com.tr,https://www.dmv.com.tr/,https://www.google.com/maps/place/FourByte+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x6e073fcb4c8b3999:0x56249deb818f827b!8m2!3d39.0863079!4d35.1293295!16s%2Fg%2F11wx_0y03z!19sChIJmTmLTMs_B24Re4KPgeudJFY?authuser=0&hl=tr&rclk=1
Sosyal Medya Avm,"Serdar, Bal Sk., 41100 İzmit/Kocaeli",0530 475 43 41,bootstrap@5.0.0-beta3,https://sosyalmedyaavm.com/,https://www.google.com/maps/place/Micro+Bilgisayar+Sistemleri/data=!4m7!3m6!1s0x14cb4fcc76f81f11:0x2d00a586cd7457b4!8m2!3d40.7825721!4d29.9999015!16s%2Fg%2F1hc2d6hmk!19sChIJER_4dsxPyxQRtFd0zYalAC0?authuser=0&hl=tr&rclk=1
Sosyal Medya Avm,"Serdar, Bal Sk., 41100 İzmit/Kocaeli",0530 475 43 41,bootstrap@5.0.0-beta3,https://sosyalmedyaavm.com/,https://www.google.com/maps/place/DMV+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cab9e0f053478d:0x1dfabd542426c789!8m2!3d40.7635635!4d29.9276086!16s%2Fg%2F11vq2b2662!19sChIJjUdT8OC5yhQRiccmJFS9-h0?authuser=0&hl=tr&rclk=1
Ataçlar Bilişim,"Karabaş, İstiklal Cd. No:153, 41040 İzmit/Kocaeli",(0262) 324 41 49,,N/A,https://www.google.com/maps/place/Sosyal+Medya+Avm/data=!4m7!3m6!1s0x14cb455337738f3f:0x9da6521a592869f7!8m2!3d40.7650111!4d29.8918885!16s%2Fg%2F11vt58hx3v!19sChIJP49zN1NFyxQR92koWRpSpp0?authuser=0&hl=tr&rclk=1
Ataçlar Bilişim,"Karabaş, İstiklal Cd. No:153, 41040 İzmit/Kocaeli",(0262) 324 41 49,,N/A,https://www.google.com/maps/place/TROY+Apple+Yetkili+Sat%C4%B1c%C4%B1+ve+Yetkili+Servis+Sa%C4%9Flay%C4%B1c%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4563fc76d203:0xa9bc1f06aaafaecc!8m2!3d40.7565218!4d29.9473663!16s%2Fg%2F11g68_lbtv!19sChIJA9J2_GNFyxQRzK6vqgYfvKk?authuser=0&hl=tr&rclk=1
Ataçlar Bilişim,"Karabaş, İstiklal Cd. No:153, 41040 İzmit/Kocaeli",(0262) 324 41 49,,N/A,https://www.google.com/maps/place/Ata%C3%A7lar+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f80ad28f4cf:0x47a9f3176d25fffa!8m2!3d40.7649392!4d29.9335369!16s%2Fg%2F1hc24_sv7!19sChIJz_QorYBPyxQR-v8lbRfzqUc?authuser=0&hl=tr&rclk=1
